text,label
Kids in the Hall: Brain Candy (1996),1
Lone Star (1996),1
"Story of Us, The (1999)",1
Echo,0
Othello,0
Besieged (L' Assedio) (1998),1
Plan B: Further Thoughts on Faith,0
Grease (1978),1
The Price of Glory (Saga of the Gray Death Legion  #3),0
Back to School (1986),1
The Perfect Score (It's All About Attitude #5),0
Black Veil: A Memoir with Digressions,0
Public Access (1993),1
The Poet of Tolstoy Park,0
Expectant Father,0
Making Globalization Work,0
The Street Lawyer,0
Ultimate X-Men  Vol. 14: Phoenix?,0
The Dance of the Dissident Daughter: A Woman's Journey from Christian Tradition to the Sacred Feminine,0
Dracula (1931),1
The Last Hero: A Discworld Fable (Discworld  #27),0
The Necessary Shakespeare,0
The Labours of Hercules (Hercule Poirot  #27),0
The Theban Plays: Oedipus Rex  Oedipus at Colonus & Antigone,0
Prince Valiant (1997),1
One Writer's Beginnings,0
Larger Than Life (1996),1
Death in Brunswick (1991),1
Angels Flight (Harry Bosch  #6),0
Extreme Measures (1996),1
Tramps Like Us  Volume 9,0
Dead Man's Folly (Hercule Poirot  #33),0
The Ideology of the Aesthetic,0
Circle of Friends (1995),1
I Shot a Man in Vegas (1995),1
Home Alone (1990),1
Tarzan (1999),1
Mortal Kombat (1995),1
"Treasure of the Sierra Madre, The (1948)",1
Up Country,0
Origins of the Modern Mind: Three Stages in the Evolution of Culture and Cognition,0
Room at the Top (1959),1
Naked Lunch,0
Rain Man (1988),1
JLA: Tierra 2,0
Christmas in the Big Woods,0
A Midsummer Night's Dream (SparkNotes Literature Guide),0
My Antonia (Great Plains trilogy #3),0
Madame Butterfly (1995),1
War Stories (1995),1
"Civil Action, A (1998)",1
"Lost World: Jurassic Park, The (1997)",1
They Bite (1996),1
The Amen Corner,0
Betrogen,0
Joseph Cornell: Secrets in a Box (Adventures in Art),0
Revenge of the Lawn / The Abortion / So the Wind Won't Blow it All Away,0
"Apartment, The (1960)",1
Judy Moody Gets Famous! (Judy Moody  #2),0
"Golden Child, The (1986)",1
Fight Club (1999),1
Arthur (1981),1
Tetsuo II: Body Hammer (1992),1
Texas Hold'em for Dummies,0
War and Peace,0
Kingdom Come,0
"Story of G.I. Joe, The (1945)",1
Midnight Express (1978),1
Honeymoon in Vegas (1992),1
JFK (1991),1
Last Bite,0
"Greatest Show on Earth, The (1952)",1
Affliction (1997),1
"Odd Couple II, The (1998)",1
Much Ado about Nothing,0
Porky's Revenge (1985),1
Hocus Pocus (1993),1
Short Cuts (1993),1
Skipping Christmas,0
Black Beauty (Coloring Book),0
"Original Kings of Comedy, The (2000)",1
"Blue Lagoon, The (1980)",1
Antonia's Line (Antonia) (1995),1
The Devil in the White City: Murder  Magic and Madness at the Fair that Changed America,0
"Bat Whispers, The (1930)",1
Cube (1997),1
Ghost in the Shell (Kokaku kidotai) (1995),1
Cocoon: The Return (1988),1
Todo está iluminado,0
History of the World: Part I (1981),1
A People's Tragedy: The Russian Revolution: 1891-1924,0
To Green Angel Tower (Memory  Sorrow  and Thorn  #3),0
The Best of Wodehouse: An Anthology,0
Galactic Effectuator,0
A Caress of Twilight (Merry Gentry  #2),0
"Living Dead Girl, The (La Morte Vivante) (1982)",1
English Passengers,0
Goodbye  Darkness: A Memoir of the Pacific War,0
Better Than Chocolate (1999),1
Highlander (1986),1
"Navigator: A Mediaeval Odyssey, The (1988)",1
Bleak House,0
The Cat's Fancy,0
Some Like It Hot (1959),1
City Slickers II: The Legend of Curly's Gold (1994),1
Huxley and God: Essays on Religious Experience,0
The Legend of Huma (Dragonlance: Heroes  #1),0
On the Bus: The Complete Guide to the Legendary Trip of Ken Kesey and the Merry Pranksters and the Birth of Counterculture,0
The Screwtape Letters/Book & Study Guide,0
Glory (1989),1
"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",1
Wuthering Heights,0
One Hundred Years of Solitude,0
Air America (1990),1
Brother Odd (Odd Thomas  #3),0
Mad City (1997),1
P.S. Your Cat Is Dead,0
The Scarpetta Collection: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4),0
Candide,0
Palookaville (1996),1
"Masque of the Red Death, The (1964)",1
"American Tail, An (1986)",1
The Nonesuch,0
CliffNotes on Williams' Glass Menagerie & Streetcar Named Desire (Cliffs Notes),0
New X-Men: Omnibus,0
Trace (Kay Scarpetta  #13),0
The Painter of Modern Life and Other Essays (Phaidon Arts and Letters),0
"Rocky Horror Picture Show, The (1975)",1
"Real Blonde, The (1997)",1
Anaximander  Heraclitus  Parmenides  Plotinus  Lao-Tzu  Nagarjuna (from Great Philosophers 2),0
From the Corner of His Eye,0
Serial Mom (1994),1
Never Go Back,0
Smoke (1995),1
Pedro Paramo / El Llano En Llamas,0
Get Over It (1996),1
Mammoth Book Of Lesbian Short Stories (Mammoth Books),0
Brightness Falls,0
Whipped (2000),1
Three Colors: Blue (1993),1
American Pop (1981),1
Female Perversions (1996),1
Fair Game (1995),1
Animal House (1978),1
The Pirate Dictionary,0
Wanted: Dead or Alive (1987),1
God Knows,0
Return to Me (2000),1
Tales from the Crypt Presents: Bordello of Blood (1996),1
Wonderland (1999),1
"Quiet Room, The (1996)",1
"Tic Code, The (1998)",1
Melville's Moby Dick: An American Nekyia (Studies in Jungian Psychology by Jungian Analysts),0
Fluke (1995),1
Beautiful Girls (1996),1
"Incredibly True Adventure of Two Girls in Love, The (1995)",1
I'll Never Forget What's 'is Name (1967),1
'Night Mother (1986),1
The Death of Ivan Ilych & Other Stories,0
James and the Giant Peach,0
If Chins Could Kill: Confessions of a B Movie Actor,0
Snow Day (2000),1
In Dark Waters,0
Drina Ballerina,0
Pollyanna (1960),1
Young Goodman Brown and Other Short Stories,0
Joy in the Morning (Jeeves  #8),0
In Dreams (1999),1
Beyond the Chains of Illusion: My Encounter with Marx and Freud,0
Grumpy Old Men (1993),1
The Twelve Caesars,0
"Slumber Party Massacre II, The (1987)",1
Contempt (Le Mépris) (1963),1
Gloria (1999),1
Eat  Pray  Love,0
Another Stakeout (1993),1
A Christmas Memory,0
The Christians and the Fall of Rome (Great Ideas),0
"Pajama Game, The (1957)",1
A Long Shadow (Inspector Ian Rutledge  #8),0
Skeleton Crew,0
Landscape and Memory,0
Buenos Presagios: las buenas y ajustadas profecías de Agnes La Chalada,0
Blame!  Vol. 7,0
The Last Story (Remember Me  #3),0
Bold Land  Bold Love (Australian Trilogy  #1),0
Father Hunger: Fathers  Daughters  and the Pursuit of Thinness,0
Gun Shy (2000),1
Jack and Sarah (1995),1
Matewan (1987),1
"Next Karate Kid, The (1994)",1
Hamlet (2000),1
Conquest of the Planet of the Apes (1972),1
Confessions of Saint Augustine (Paraclete Living Library),0
Roula (1995),1
"Institute Benjamenta, or This Dream People Call Human Life (1995)",1
Poison Ivy II (1995),1
"Grass Harp, The (1995)",1
Magnolia (1999),1
Knockout (1999),1
Rose Daughter,0
The Book of the Dead  (Pendergast  #7; Diogenes  #3),0
India Song,0
For Love or Money (1993),1
Love and a .45 (1994),1
Solar Crisis (1993),1
Bonnie and Clyde (1967),1
Back to the Future Part II (1989),1
"Apostle, The (1997)",1
The Hotel New Hampshire,0
The Music of the Republic: Essays on Socrates' Conversations and Plato's Writings,0
"Yards, The (1999)",1
Half Baked (1998),1
Red: Passion and Patience in the Desert,0
Power: Die 48 Gesetze Der Macht,0
"King of Marvin Gardens, The (1972)",1
"They Shoot Horses, Don't They? (1969)",1
Postmortem (Kay Scarpetta  #1),0
Trainspotting (Mark Renton  #2),0
Bait and Switch: The (Futile) Pursuit of the American Dream,0
See the Sea (Regarde la mer) (1997),1
Broken Vessels,0
Dunston Checks In (1996),1
Lifeforce (1985),1
Little Shop of Horrors (1986),1
A Short History of World War II,0
Breaking Away (1979),1
It Came from Beneath the Sea (1955),1
East is East (1999),1
Holy Smoke (1999),1
That Thing You Do! (1996),1
Traitor's Knot (Wars of Light and Shadow  #7),0
Mike's Murder (1984),1
The Cat Who Walks Through Walls (The World As Myth),0
犬夜叉 22,0
Waltzes from Vienna (1933),1
The Sword of Angels (The Bronze Knight  #3),0
Jimmy Stewart: The Truth Behind the Legend,0
The Guy Not Taken: Stories,0
"Killer, The (Die xue shuang xiong) (1989)",1
"Rocketeer, The (1991)",1
"Thin Line Between Love and Hate, A (1996)",1
The Far Side of Evil,0
"Slingshot, The (Kådisbellan ) (1993)",1
Selected Letters  1940-1956,0
Mr. Jealousy (1997),1
Nightwatch (1997),1
Live Virgin (1999),1
Queen of Babble (Queen of Babble  #1),0
Dance with Me (1998),1
Long Gone Lonesome Blues (The Texas Brands  #4),0
You: The Owner's Manual: An Insider's Guide to the Body That Will Make You Healthier and Younger,0
Shaken (Left Behind: The Kids  #23-25),0
3 Ninjas: High Noon On Mega Mountain (1998),1
Kim (1950),1
Nixon Agonistes: The Crisis of the Self-Made Man,0
When the Elephants Dance,0
Parasite (1982),1
"Stars Fell on Henrietta, The (1995)",1
Bad Moon (1996),1
Where I'm Calling From: New and Selected Stories,0
Mother's Milk,0
Magic Hunter (1994),1
Anatomy of Love: A Natural History of Mating  Marriage  and Why We Stray,0
Extremities (1986),1
Shadows At Sunset,0
The Natural,0
The Ravishing of Lol Stein,0
Animal E.R.: Extraordinary Stories Hope Healing from 1 World's Leading Veterinary Hospitals,0
Charlotte's Web (1973),1
Bringing Out the Dead (1999),1
Creature Comforts (1990),1
Homicidal Psycho Jungle Cat (Calvin and Hobbes #9),0
Moll Flanders (1996),1
The Rachel Papers,0
King Lear,0
Hellsing  Vol. 03 (Hellsing  #3),0
"Gold Rush, The (1925)",1
The Emperor (The Morland Dynasty  #11),0
Boomerang (1992),1
Nil By Mouth (1997),1
Light It Up (1999),1
Prophet,0
Polar Shift (NUMA Files  #6),0
The Tale of Genji: Scenes from the World's First Novel (Illustrated Japanese Classics),0
Midnight Run (1988),1
Saboteur (1942),1
A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,0
Love Smart: Find the One You Want--Fix the One You Got,0
From the Journals of Jean Seberg (1995),1
La Cinquième profession,0
Plata quemada,0
The Great Gatsby,0
The Lion  the Witch and the Wardrobe (Chronicles of Narnia #2),0
Star Wars: Episode I - The Phantom Menace (1999),1
Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),1
Exemplary Stories,0
Shout Out Loud! 3,0
The Third Chimpanzee: The Evolution & Future of the Human Animal,0
Anastasia (1997),1
"Concorde: Airport '79, The (1979)",1
Country Life (1994),1
Venice: Tales of the City,0
Careful (1992),1
Annie Hall (1977),1
Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),1
The Book of Questions,0
Prince of Ice (Tale of the Demon World  #3),0
Sense and Sensibility,0
"Man and a Woman, A (Un Homme et une Femme) (1966)",1
"Wedding Gift, The (1994)",1
All the King's Men (1949),1
King Solomon's Mines (Allan Quatermain  #1),0
Earth Vs. the Flying Saucers (1956),1
Tokyo Fist (1995),1
The Keeper's Companion 2: Prohibition  Firearms  Tomes  & Creatures (Call of Cthulhu RPG),0
"Limey, The (1999)",1
"Thieves (Voleurs, Les) (1996)",1
The Iliad (SparkNotes Literature Guides),0
My Life (1993),1
A Tale of Two Cities,0
A Single Man,0
Aeneid: Selections from Books 1  2  4  6  10  12,0
Menace II Society (1993),1
Much Ado About Nothing (1993),1
To Cross the Rubicon (1991),1
Eclogues. Georgics. Aeneid: Books 1-6,0
Candyman: Farewell to the Flesh (1995),1
Friday the 13th Part VII: The New Blood (1988),1
La caverna,0
Two Women (La Ciociara) (1961),1
Phantasm III: Lord of the Dead (1994),1
Athena (The Freddie Montgomery Trilogy #3),0
Captain Horatio Hornblower (1951),1
One Little Indian (1973),1
Wissenschaft der Logik: Die Lehre Vom Begriff (1816),0
Hurlyburly (1998),1
"Transformers: The Movie, The (1986)",1
Miracle on 34th Street (1994),1
The Forsaken (Vampire Huntress  #7),0
In the Land of White Death: An Epic Story of Survival in the Siberian Arctic,0
Marked for Death (1990),1
The Best of America's Test Kitchen 2007: The Year's Best Recipes  Equipment Reviews  and Tastings,0
Hercules (1997),1
Going Solo (Roald Dahl's Autobiography  #2),0
"Perfect Storm, The (2000)",1
Planet of the Apes: The Human War,0
Cool Girl,0
Silent Spring,0
Enduring Love,0
Sling Blade (1996),1
Demon in My View,0
"Scarlet Letter, The (1926)",1
White Lies (Arcane Society  #2),0
Reach the Rock (1997),1
Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),0
"Bewegte Mann, Der (1994)",1
Shake Hands with the Devil,0
Violets Are Blue... (1986),1
Friday (1995),1
The Zanzibar Chest,0
Alice's Adventures in Wonderland and Through the Looking Glass,0
"Communion (a.k.a. Alice, Sweet Alice/Holy Terror) (1977)",1
I Know What You Did Last Summer (1997),1
Edie: Girl on Fire,0
A Civil Action,0
The Forest House (Avalon  #2),0
Brassed Off (1996),1
Loving Will Shakespeare,0
"Addiction, The (1995)",1
Lulu on the Bridge (1998),1
Predator (1987),1
"Slums of Beverly Hills, The (1998)",1
The Doctor's House,0
Vampires (1998),1
But I'm a Cheerleader (1999),1
Cutter's Way (1981),1
Lincoln at Gettysburg: The Words That Remade America,0
Everything on a Waffle (Coal Harbour #1),0
Gone Fishin' (1997),1
Switch on the Night,0
Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),0
"Fantastic Night, The (La Nuit Fantastique) (1949)",1
A Ring of Endless Light (Austin Family  #4),0
Let Justice Roll Down,0
Naked Gun 33 1/3: The Final Insult (1994),1
Absolute Power (1997),1
Stephen Hawking's Universe,0
A Midsummer Night's Dream,0
"Borrowers, The (1997)",1
The Vintage Book of Contemporary American Short Stories,0
The Norton Anthology of Short Fiction,0
Almost Heroes (1998),1
The Witching Hour (Lives of the Mayfair Witches  #1),0
Tin Cup (1996),1
Alice and Martin (Alice et Martin) (1998),1
To Kill a Mockingbird (1962),1
Lord of Illusions (1995),1
My Uncle Napoleon,0
Dubliners,0
My Favorite Season (1993),1
"NeverEnding Story II: The Next Chapter, The (1990)",1
Freak the Mighty (Freak The Mighty  #1),0
The Last Dance (87th Precinct  #50),0
Once Upon a Time... When We Were Colored (1995),1
Romeo and Juliet,0
Beloved/Friend (Amigo/Amado) (1999),1
"Convent, The (Convento, O) (1995)",1
To Gillian on Her 37th Birthday (1996),1
"Bank Dick, The (1940)",1
"Quick and the Dead, The (1995)",1
Legends,0
Hollow Reed (1996),1
Nemesis 2: Nebula (1995),1
Something Wicked This Way Comes (1983),1
Jeeves and the Tie That Binds (Jeeves  #14),0
Ronald Reagan: How an Ordinary Man Became an Extraordinary Leader,0
Memoirs of the Second World War,0
Fiskadoro,0
Godzilla (1998),1
Indiana Jones and the Last Crusade (1989),1
Peony in Love,0
Archie Americana Series: Best of the Eighties  Vol. 1,0
Daughters of the Dust (1992),1
Everyday Italian: 125 Simple and Delicious Recipes,0
The Visible Hand: The Managerial Revolution in American Business,0
Pacific Heights (1990),1
Stonewall (1995),1
Police Academy 5: Assignment: Miami Beach (1988),1
"Journey of Natty Gann, The (1985)",1
Coffee at Luke's: An Unauthorized Gilmore Girls Gabfest,0
My Life So Far (1999),1
The Letters of Virginia Woolf: Volume Six  1936-1941,0
Paradise Lost,0
Gung Ho (1986),1
A Friend of the Earth,0
Hemingway vs. Fitzgerald,0
Bottle Rocket (1996),1
Lysistrata,0
Gold Diggers: The Secret of Bear Mountain (1995),1
King Rat (Asian Saga  #4),0
Lassie (1994),1
The Aleph and Other Stories,0
Controversy Creates Cash,0
The Green Pearl (Lyonesse  #2),0
"Cook the Thief His Wife & Her Lover, The (1989)",1
Bright Star's Promise,0
Death Of A Blue Movie Star (Rune  #2),0
Lost Highway (1997),1
"Day of the Beast, The (El Día de la bestia) (1995)",1
Plants Bite Back! (DK Readers),0
Federal Hill (1994),1
Desire and Duty: A Sequel to Jane Austen's Pride and Prejudice,0
We're No Angels (1989),1
Little Lord Fauntleroy (1936),1
Porky's II: The Next Day (1983),1
"Nutty Professor, The (1963)",1
Journey Without Maps,0
Monkeyluv: And Other Essays on Our Lives as Animals,0
Barbarella (1968),1
Castle Freak (1995),1
"$1,000,000 Duck (1971)",1
Greaser's Palace (1972),1
Whites,0
Pecker (1998),1
Summer of Sam (1999),1
Home Alone 3 (1997),1
"Dorado, El (1967)",1
A Year in Chocolate: Four Seasons of Unforgettable Desserts,0
Practical Ethics,0
Number Seventeen (1932),1
"Gate of Heavenly Peace, The (1995)",1
"Apple, The (Sib) (1998)",1
"Great Santini, The (1979)",1
Mary Engelbreit's Home Companion,0
Flush,0
In Pursuit of the Proper Sinner (Inspector Lynley  #10),0
The Beach House (Beach House #1),0
"Fifth Element, The (1997)",1
Carmen (1984),1
Shanghai Noon (2000),1
Gossip (2000),1
Romeo Must Die (2000),1
Apollodorus' Library and Hyginus' Myths: Two Handbooks of Greek Mythology,0
Double Dealer (CSI: Crime Scene Investigation  #1),0
Romeo Is Bleeding (1993),1
The Outsiders,0
Voices From the Street,0
11 de Septiembre,0
Presidential Power and the Modern Presidents: The Politics of Leadership from Roosevelt to Reagan,0
A Year Down Yonder (A Long Way from Chicago  #2),0
The Last Quarry (Quarry #7),0
Amos & Andrew (1993),1
Foreign Student (1994),1
"Lion King, The (1994)",1
The Divine Comedy I: Hell,0
Cold Hit (Shane Scully #5),0
The Full Matilda,0
Ethics and the Limits of Philosophy,0
"Falcon and the Snowman, The (1984)",1
Asylum (1972),1
Marlene Dietrich: Shadow and Light (1996),1
Confessions  Books 1-13,0
On Love,0
No Name,0
Children of the Night,0
Billy Madison (1995),1
Situationist International Anthology: Revised and Expanded Edition,0
Tell No One,0
"Hunger, The (1983)",1
The Road to Serfdom,0
Flatland,0
Aquinas's Shorter Summa: Saint Thomas's Own Concise Version of His Summa Theologica,0
Paradise Road (1997),1
"Elephant Man, The (1980)",1
Getting Away With Murder (1996),1
The Dragon Reborn (The Wheel of Time  #3),0
"Usual Suspects, The (1995)",1
Park Profiles: Grand Canyon Country (Park Profiles),0
Hands Are Not for Hitting (Ages 4-7),0
Pal Joey (1957),1
Singin' in the Rain (1952),1
Adam's Fall (Mason Sisters  #2),0
Happiness,0
Fever Pitch (1997),1
The Perfume of the Lady in Black,0
The Innocents Abroad,0
Robin Hood: Men in Tights (1993),1
Kestrel's Eye (Falkens öga) (1998),1
Re-Animator (1985),1
El Coleccionista De Huesos (Lincoln Rhyme  #1),0
"Birdcage, The (1996)",1
Wrinkles in Time,0
Shaft (1971),1
A Matter of Trust,0
Man Bites Dog (C'est arrivé près de chez vous) (1992),1
The Face of Another,0
Margaret's Museum (1995),1
Buffy the Vampire Slayer (1992),1
Live Nude Girls (1995),1
Minor Works: On Colours/On Things Heard/Physiognomics/On Plants/On Marvellous Things Heard/Mechanical Problems/On Indivisible Lines/The...Gorgias,0
